,0,1,2,3,4,5,6
0,Company,Symbol,Entity Name,Date End,# of Shares,%,Value (In Crores)
1,TV Today Network Ltd,TVTODAY,RAMESH DAMANI,201606,869686,1.46,26.7
2,Uniply Industries Ltd,UNIPLY,RAMESH DAMANI,201606,250000,1.2,6.55
