x
http://alphaideas.in/2012/11/16/portfolio-of-dilipkumar-lakhi/                       
http://alphaideas.in/2012/11/19/the-portfolio-of-rakesh-jhunjhunwala/                
http://alphaideas.in/2012/11/26/portfolio-of-ashish-dhawan/                          
http://alphaideas.in/2012/12/10/portfolio-of-elara-capital/                          
http://alphaideas.in/2012/12/17/portfolio-of-ramesh-damani/                          
http://alphaideas.in/2012/12/24/portfolio-of-motilal-oswal/                          
http://alphaideas.in/2013/01/01/portfolio-of-enam-capital/                           
http://alphaideas.in/2013/01/04/portfolio-of-bonanza/                                
http://alphaideas.in/2013/01/07/portfolio-of-goldman-sachs-in-india/                 
http://alphaideas.in/2013/01/12/portfolio-of-treeline-asia-master-fund-in-india/     
http://alphaideas.in/2013/01/14/portfolio-of-prof-mankekar/                          
http://alphaideas.in/2013/01/17/portfolio-of-credit-suisee-in-india/                 
http://alphaideas.in/2013/01/21/portfolio-of-lashit-sanghvi/                         
http://alphaideas.in/2013/01/25/portfolio-of-goldman-sachs-india-equity-fund/        
http://alphaideas.in/2013/01/28/portfolio-of-alchemy-india-long-term-fund/           
http://alphaideas.in/2013/02/04/portfolio-of-prime-securities/                       
http://alphaideas.in/2013/02/14/portfolio-of-fidelity-in-india/                      
http://alphaideas.in/2013/02/17/portfolio-of-genesis-fii-in-india/                   
http://alphaideas.in/2013/02/19/portfolio-of-ask-securities/                         
http://alphaideas.in/2013/02/24/portfolio-of-sanjay-dangi/                           
http://alphaideas.in/2013/02/25/portfolio-of-ashwin-kedia/                           
http://alphaideas.in/2013/03/03/portfolio-of-kotak-mahindra/                         
http://alphaideas.in/2013/03/11/portfolio-of-edelweiss/                              
http://alphaideas.in/2013/03/17/portfolio-of-clearwater-capital/                     
http://alphaideas.in/2013/03/18/portfolio-of-creador/                                
http://alphaideas.in/2013/03/25/portfolio-of-abhishek-dalmia/                        
http://alphaideas.in/2013/03/31/portfolio-of-raiffeisen-capital-management-in-india/ 
http://alphaideas.in/2013/04/14/portfolio-of-abu-dhabi-investment-authority-in-india/
http://alphaideas.in/2013/04/21/portfolio-of-government-of-singapore-in-india/       
http://alphaideas.in/2013/04/27/portfolio-of-government-pension-fund-global-in-india/
http://alphaideas.in/2013/05/13/portfolio-of-india-capital-fund-ltd/                 
http://alphaideas.in/2013/05/20/portfolio-of-platinum-asset-management-in-india/     
http://alphaideas.in/2013/05/27/portfolio-of-college-retirement-equities-fund/       
http://alphaideas.in/2013/06/03/portfolio-of-narayan-murthys-catamaran-ventures/     
http://alphaideas.in/2013/07/09/portfolio-of-p-surendra-pai/                         
http://alphaideas.in/2013/07/10/portfolio-of-dolly-khanna/                           
http://alphaideas.in/2015/03/05/portfolio-of-malabar-india-fund/                     
http://alphaideas.in/2015/03/09/portfolio-of-nomura-in-india/                        
http://alphaideas.in/2015/03/16/portfolio-of-lashit-sanghvi-2/                       
http://alphaideas.in/2015/04/27/portfolio-of-kuwait-investment-authority-in-india/   
http://alphaideas.in/2015/04/29/portfolio-of-vijay-kedia/                            
http://alphaideas.in/2015/05/04/portfolio-of-mukul-agarwal-of-param-capital/         
http://alphaideas.in/2015/05/08/portfolio-of-tree-line-asia-master-fund-in-india/    
http://alphaideas.in/2015/07/27/portfolio-of-porinju-veliyath/                       
http://alphaideas.in/2015/08/06/portfolio-of-cartica-capital-in-india/               
http://alphaideas.in/2015/08/11/portfolio-of-amal-niranjan-parikh/                   
http://alphaideas.in/2015/08/12/portfolio-of-rajasthan-global-securities/            
http://alphaideas.in/2015/08/14/portfolio-of-ashish-kacholia/                        
http://alphaideas.in/2015/08/18/portfolio-of-anil-kumar-goel/                        
http://alphaideas.in/2015/08/21/portfolio-of-government-of-singapore-in-india-2/     
http://alphaideas.in/2015/08/26/portfolio-of-rakesh-jhunjhunwala/                    
http://alphaideas.in/2015/08/28/portfolio-of-amansa-capital/                         
http://alphaideas.in/2015/09/04/portfolio-of-baring-india/                           
http://alphaideas.in/2015/09/11/portfolio-of-janus-in-india/                         
http://alphaideas.in/2015/09/18/portfolio-of-gagandeep-credit-capital/               
http://alphaideas.in/2015/11/04/portfolio-of-swiss-finance-corporation-in-india/     
http://alphaideas.in/2015/11/06/portfolio-of-oppenheimer-in-india/                   
http://alphaideas.in/2015/11/10/portfolio-of-azim-premji/                            
http://alphaideas.in/2015/11/13/portfolio-of-vanguard-in-india/                      
http://alphaideas.in/2015/11/17/portfolio-of-aberdeen-in-india/                      
http://alphaideas.in/2015/11/20/portfolio-of-wasatch-in-india/                       
http://alphaideas.in/2016/11/30/portfolio-of-chryscapital/                           
